,company_name,company_year_founded,company_employees,company_hq,company_annual_revenue,industry,company_total_visits,company_bounce_rate,company_pages_per_visit,company_avg_visit_duration_in_seconds,company_3_month_ago,company_2_month_ago,company_1_month_ago,company_demographics_gender_female,company_demographics_gender_male,company_age_distribution_18_24,company_age_distribution_25_34,company_age_distribution_35_44
485,UserTestingInc,2007,1000,UnitedStatesCaliforniaSanFrancisco,200.0,BusinessandConsumerServices,4.2,42.90,6.61,504.0,4.3,4.0,4.2,42.54,57.46,27.21,34.44,18.26
488,RemergeGmbH,2014,200,GermanyBerlin,75.0,BusinessandConsumerServices,3.7,73.55,1.35,43.0,3.9,3.6,3.7,39.26,60.74,20.38,30.83,20.30
489,ClickBank,1998,500,UnitedStatesIdahoBoise,500.0,BusinessandConsumerServices,3.7,35.56,6.7,410.0,4.5,3.8,3.7,38.81,61.19,23.89,34.39,20.39
490,Kartra,2016,50,UnitedStatesCaliforniaLaJolla,2.0,BusinessandConsumerServices,3.7,51.58,3.45,274.0,3.8,3.7,3.7,48.07,51.93,18.50,31.54,22.06
492,HotjarLtd,2014,500,MaltaStJulians,50.0,BusinessandConsumerServices,3.5,53.19,5.87,212.0,4.1,3.4,3.5,40.22,59.78,19.39,38.86,22.00
493,SearchEngineJournal,2003,50,UnitedStatesFloridaBocaRaton,5.0,BusinessandConsumerServices,3.4,61.23,1.8,115.0,4.0,3.3,3.4,37.50,62.50,23.55,38.01,20.23
496,Impact,2008,1000,UnitedStatesCaliforniaSantaBarbara,500.0,BusinessandConsumerServices,3.0,18.84,8.82,566.0,3.0,2.5,3.0,39.95,60.05,23.88,37.50,19.37
499,Livechat,2002,500,PolandWroclaw,75.0,BusinessandConsumerServices,2.6,48.46,2.56,163.0,2.5,2.4,2.6,39.99,60.01,31.68,33.21,16.22
500,Affbank,2017,50,PolandWarszawa,5.0,BusinessandConsumerServices,2.6,80.09,1.54,34.0,2.8,1.6,2.6,33.67,66.33,28.76,31.14,17.41
502,SalesloftInc,2011,1000,UnitedStatesGeorgiaAtlanta,200.0,BusinessandConsumerServices,2.6,25.56,21.52,1451.0,2.8,2.4,2.6,43.10,56.90,17.34,34.40,22.66
503,ShoplazzaInc,2017,500,CanadaToronto,50.0,BusinessandConsumerServices,2.5,75.42,1.54,73.0,3.1,3.3,2.5,46.52,53.48,21.75,35.96,20.52
504,MixpanelInc,2009,500,UnitedStatesCaliforniaSanFrancisco,200.0,BusinessandConsumerServices,2.5,37.49,7.16,346.0,2.5,2.2,2.5,37.36,62.64,20.95,37.18,21.22
505,OutreachCorporation,2014,5000,UnitedStatesWashingtonSeattle,500.0,BusinessandConsumerServices,2.5,16.14,28.93,1699.0,2.7,2.3,2.5,44.23,55.77,18.61,34.92,22.07
506,Clicksign,2010,500,BrazilSoPaulo,25.0,BusinessandConsumerServices,2.5,44.27,4.08,487.0,2.4,2.0,2.5,48.06,51.94,18.63,40.05,21.93
507,BluecoreInc,2013,500,UnitedStatesNewYorkNewYork,75.0,BusinessandConsumerServices,2.4,76.48,1.41,48.0,2.2,2.1,2.4,51.88,48.12,14.63,28.25,20.21
508,StatCounter,1999,50,IrelandDublin,25.0,BusinessandConsumerServices,2.4,44.43,3.25,245.0,2.5,2.3,2.4,33.75,66.25,22.30,37.16,20.21
510,PubMaticInc,2006,1000,UnitedStatesCaliforniaRedwoodCity,500.0,BusinessandConsumerServices,2.4,68.81,1.85,53.0,2.1,2.5,2.4,40.49,59.51,23.45,27.99,16.30
511,CalameoSARL,2008,50,FranceParis,5.0,BusinessandConsumerServices,14.9,46.74,2.42,153.0,14.3,13.3,14.9,56.04,43.96,24.54,28.01,19.05
513,Emerald,1967,500,UnitedKingdomBingley,50.0,BusinessandConsumerServices,4.3,55.28,2.45,218.0,4.3,4.1,4.3,53.53,46.47,28.68,33.30,17.59
514,AbekaInc,1972,500,UnitedStatesFloridaPensacola,50.0,BusinessandConsumerServices,3.3,26.84,5.03,451.0,3.8,3.1,3.3,58.18,41.82,25.96,24.47,16.73
515,KadokawaCorporation,1945,5000,JapanGinza,15.0,BusinessandConsumerServices,3.2,70.67,2.16,72.0,3.0,3.3,3.2,31.46,68.54,26.34,32.15,21.36
516,LeRobert,1951,50,FranceParis,75.0,BusinessandConsumerServices,3.0,63.51,1.94,100.0,2.9,2.8,3.0,54.99,45.01,22.24,27.71,19.56
517,StickerMuleLLC,2010,500,UnitedStatesNewYorkNewYork,200.0,BusinessandConsumerServices,2.9,46.21,3.95,181.0,2.6,2.4,2.9,49.52,50.48,20.50,32.56,21.83
519,PrintFriendly,2008,10,UnitedStatesArizonaScottsdale,15.0,BusinessandConsumerServices,2.6,46.00,4.01,127.0,3.2,2.8,2.6,49.06,50.94,17.48,24.51,18.27
522,EBSCO,1944,5000,UnitedKingdomIpswich,1.0,BusinessandConsumerServices,2.0,44.60,4.1,236.0,2.5,2.2,2.0,56.58,43.42,28.58,29.55,17.81
526,CondeNast,1909,5000,UnitedStatesNewYorkNewYork,1.0,BusinessandConsumerServices,1.7,64.38,1.9,38.0,1.6,1.4,1.7,58.29,41.71,17.12,29.93,19.00
527,UnobravoSrl,2019,5000,ItalyNapoli,5.0,BusinessandConsumerServices,1.6,41.33,4.75,195.0,2.0,1.7,1.6,52.21,47.79,21.08,28.93,20.37
529,IPSOA,2011,50,Italy,75.0,BusinessandConsumerServices,1.5,72.07,1.6,125.0,1.6,1.2,1.5,44.07,55.93,9.56,24.36,27.16
530,WoltersKluwerPolska,1989,500,PolandWarsaw,10.0,BusinessandConsumerServices,1.5,46.17,2.69,192.0,1.6,1.4,1.5,61.41,38.59,17.40,33.23,19.70
531,DeluxeCorp,1915,10000,UnitedStatesMinnesotaShoreview,1.0,BusinessandConsumerServices,1.5,40.84,5.27,286.0,1.5,1.3,1.5,51.22,48.78,12.11,20.96,19.38
532,Lulu,2002,200,UnitedStatesNorthCarolinaDurham,15.0,BusinessandConsumerServices,1.4,46.13,5.06,253.0,1.4,1.3,1.4,45.06,54.94,23.67,28.69,18.53
533,SanomaCorporation,1889,5000,FinlandHelsinki,1.0,BusinessandConsumerServices,1.4,60.53,3.08,118.0,1.7,1.4,1.4,53.76,46.24,13.75,23.17,20.16
534,ACX,2011,50,UnitedStatesNewJerseyNewark,15.0,BusinessandConsumerServices,1.3,50.92,4.17,253.0,1.6,1.5,1.3,50.38,49.62,23.59,29.86,18.86
535,IGIGlobal,1988,200,UnitedStatesPennsylvaniaHershey,50.0,BusinessandConsumerServices,1.3,70.54,1.83,104.0,1.7,1.4,1.3,49.71,50.29,29.61,32.89,17.26
536,GelatoAS,2007,200,NorwayOslo,75.0,BusinessandConsumerServices,1.2,39.39,10.3,396.0,827.3,943.3,1.2,41.63,58.37,23.82,34.03,20.48
537,MaryAnnLiebertInc,1980,200,UnitedStatesNewYorkNewRochelle,25.0,BusinessandConsumerServices,1.2,60.59,2.0,107.0,1.4,1.3,1.2,52.74,47.26,25.16,32.60,17.92
538,Flyeralarm,2002,5000,GermanyWurzburg,500.0,BusinessandConsumerServices,1.2,32.03,11.97,386.0,1.3,1.1,1.2,40.51,59.49,18.35,33.61,22.72
542,MOO,2006,1000,UnitedKingdomLondon,200.0,BusinessandConsumerServices,1.0,46.90,7.86,306.0,1.3,939.4,1.0,54.04,45.96,18.49,33.01,21.58
543,PHPINTERFACE,1946,50,JapanKyoto,5.0,BusinessandConsumerServices,1.0,70.46,1.8,95.0,908.5,863.8,1.0,35.04,64.96,15.76,31.28,24.19
545,PrintavoLlc,2010,50,UnitedStatesIllinoisChicago,5.0,BusinessandConsumerServices,989.4,29.22,10.46,772.0,839.6,910.2,989.4,49.55,50.45,16.15,28.98,23.37
548,PanMacmillan,1843,200,UnitedKingdomLondon,25.0,BusinessandConsumerServices,940.6,71.17,1.7,61.0,773.9,891.8,940.6,52.97,47.03,21.79,27.57,16.88
550,UPrintingcom,1996,50,UnitedStatesCaliforniaVanNuys,50.0,BusinessandConsumerServices,895.2,52.03,3.23,206.0,953.1,809.3,895.2,54.56,45.44,18.62,30.64,22.06
551,Otava,1890,200,FinlandHelsinki,25.0,BusinessandConsumerServices,889.3,19.84,11.37,795.0,1.1,748.9,889.3,66.05,33.95,18.21,25.78,20.71
552,ImmobiliareitSpA,2005,500,ItalyMilan,100.0,BusinessandConsumerServices,28.9,36.10,14.69,463.0,30.6,26.7,28.9,41.90,58.10,13.97,25.65,23.99
554,MovotoInc,2005,200,UnitedStatesCaliforniaSanMateo,50.0,BusinessandConsumerServices,25.5,50.90,4.14,242.0,25.6,24.2,25.5,51.37,48.63,11.14,19.73,18.10
555,Housingcom,2012,5000,IndiaGurgaon,1.0,BusinessandConsumerServices,20.9,52.27,3.3,209.0,20.3,21.2,20.9,35.93,64.07,24.09,38.55,17.48
557,SeLoger,1992,200,FranceParis,25.0,BusinessandConsumerServices,19.9,44.40,3.99,272.0,18.8,18.9,19.9,53.48,46.52,19.00,25.36,19.78
558,AppFolioInc,2007,5000,UnitedStatesCaliforniaGoleta,500.0,BusinessandConsumerServices,19.8,29.35,7.84,505.0,18.9,17.8,19.8,50.50,49.50,20.79,29.25,19.52
561,OnTheMarketPLC,2013,200,UnitedKingdomAldershot,25.0,BusinessandConsumerServices,17.7,42.65,10.2,286.0,16.1,17.3,17.7,46.04,53.96,10.92,20.89,18.00
562,VivaReal,2007,500,BrazilConsolao,200.0,BusinessandConsumerServices,17.5,37.02,6.99,425.0,16.7,16.0,17.5,53.62,46.38,15.02,32.72,22.29
563,MatterportInc,2011,500,UnitedStatesCaliforniaSunnyvale,200.0,BusinessandConsumerServices,17.1,65.56,2.23,140.0,17.7,16.6,17.1,47.81,52.19,15.77,28.42,20.69
565,DomainGroup,1999,1000,AustraliaPyrmont,500.0,BusinessandConsumerServices,16.7,45.13,5.66,304.0,16.0,16.2,16.7,51.37,48.63,10.38,25.91,21.23
566,Magicbricks,2006,5000,IndiaNoida,50.0,BusinessandConsumerServices,16.6,43.57,3.52,265.0,17.4,15.1,16.6,36.52,63.48,24.59,39.16,17.05
568,Immowelt,1991,500,GermanyNuremberg,1.0,BusinessandConsumerServices,16.2,39.22,5.59,330.0,15.9,15.0,16.2,40.29,59.71,16.96,22.61,18.19
569,99acrescom,2005,50,IndiaNoida,1.0,BusinessandConsumerServices,15.5,44.91,4.67,328.0,16.0,15.7,15.5,36.03,63.97,23.05,39.34,17.53
570,Property24,2000,200,SouthAfricaRondebosch,75.0,BusinessandConsumerServices,15.3,34.55,10.48,468.0,15.3,13.3,15.3,56.46,43.54,16.17,32.64,21.31
571,ZapImveis,2006,500,BrazilSoPaulo,50.0,BusinessandConsumerServices,15.2,39.00,4.73,426.0,15.8,15.5,15.2,54.01,45.99,14.96,32.60,22.36
572,Hemnet,1998,200,SwedenStockholm,50.0,BusinessandConsumerServices,14.6,25.93,6.61,365.0,15.4,13.8,14.6,46.15,53.85,11.29,23.85,19.62
573,99PteLtd,2013,500,SingaporeSingapore,25.0,BusinessandConsumerServices,14.6,73.97,1.79,100.0,12.4,12.3,14.6,41.09,58.91,36.17,36.58,14.30
575,LoopNet,1995,500,UnitedStatesCaliforniaSanFrancisco,200.0,BusinessandConsumerServices,17.0,23.35,0.06,2.0,17.9,16.3,17.0,42.95,57.05,13.91,23.70,21.88
577,NoBroker,2014,5000,IndiaHsrLayout,500.0,BusinessandConsumerServices,14.1,47.21,4.31,254.0,15.0,13.8,14.1,37.38,62.62,25.97,39.62,16.00
578,REMAXLLC,1973,1000,UnitedStatesColoradoDenver,500.0,BusinessandConsumerServices,13.3,57.45,2.98,198.0,10.5,12.0,13.3,51.29,48.71,11.25,19.56,17.62
579,Fotocasa,1999,500,SpainMadrid,15.0,BusinessandConsumerServices,13.0,38.47,5.36,348.0,13.5,13.0,13.0,49.45,50.55,9.47,25.38,25.78
580,Emlakjetcom,2006,50,Turkeyerenky,25.0,BusinessandConsumerServices,11.4,46.93,0.03,1.0,14.7,11.3,11.4,32.21,67.79,19.37,31.46,20.95
581,CasaitSrl,1996,200,ItalyMilan,25.0,BusinessandConsumerServices,11.8,36.74,9.52,284.0,13.1,12.2,11.8,43.44,56.56,14.29,22.46,22.12
584,Astound,2018,5000,UnitedStatesNewJerseyPrinceton,1.0,BusinessandConsumerServices,1.3,41.27,3.93,222.0,1.3,1.1,1.3,42.47,57.53,15.95,24.53,19.64
585,AllconnectInc,1998,500,UnitedStatesSouthCarolinaFortMill,200.0,BusinessandConsumerServices,941.5,69.08,1.65,87.0,988.4,861.1,941.5,29.22,70.78,18.02,24.65,19.57
591,HireAHelperLLC,2007,50,UnitedStatesCaliforniaOceanside,10.0,BusinessandConsumerServices,321.6,58.66,2.64,161.0,200.6,245.2,321.6,50.28,49.72,16.07,27.26,20.32
593,SmartMoving,2018,50,UnitedStatesTexasDallas,10.0,BusinessandConsumerServices,286.9,21.93,34.27,2548.0,262.9,228.4,286.9,48.73,51.27,17.90,29.42,21.22
594,moveBuddha,2015,10,UnitedStatesGeorgiaAthens,2.0,BusinessandConsumerServices,249.0,44.44,2.62,118.0,206.8,229.7,249.0,45.69,54.31,17.66,28.59,20.22
595,BudgetVanLines,2005,50,UnitedStatesNevadaLasVegas,15.0,BusinessandConsumerServices,246.8,66.97,1.45,33.0,258.6,242.0,246.8,42.74,57.26,16.39,24.77,18.89
597,EverRealGmbH,2016,50,GermanyMunich,5.0,BusinessandConsumerServices,214.9,55.85,4.19,143.0,172.6,203.6,214.9,46.02,53.98,21.57,33.65,20.07
600,PieceofCakeMovingaStorage,2018,50,UnitedStatesNewYorkBrooklyn,2.0,BusinessandConsumerServices,174.5,51.73,1.96,163.0,100.0,131.2,174.5,54.61,45.39,20.80,33.28,19.74
603,MieterEngelGmbH,2016,50,GermanyBerlinKreuzberg,1.0,BusinessandConsumerServices,161.8,68.23,2.71,109.0,280.1,193.7,161.8,38.38,61.62,20.30,24.10,16.94
604,AllMySonsMoving,1989,5000,UnitedStatesTexasCarrollton,500.0,BusinessandConsumerServices,159.3,54.74,2.81,129.0,139.6,167.0,159.3,52.48,47.52,16.31,28.01,20.15
605,Reallymovingcom,1999,50,UnitedKingdomStAlbans,25.0,BusinessandConsumerServices,155.9,64.07,2.37,134.0,175.5,147.1,155.9,41.70,58.30,10.61,26.46,22.32
606,CompareMyMove,2012,50,UnitedKingdomCardiff,5.0,BusinessandConsumerServices,146.1,54.88,2.43,107.0,147.2,120.3,146.1,42.82,57.18,13.54,27.53,23.02
607,SIRVA,1998,5000,UnitedStatesIllinoisOakbrookTerrace,1.0,BusinessandConsumerServices,144.6,26.85,8.21,578.0,121.4,122.4,144.6,40.56,59.44,22.08,29.80,19.14
608,MyMovingReviewscom,2008,50,UnitedStatesDelawareDover,5.0,BusinessandConsumerServices,143.4,67.45,1.6,69.0,109.9,141.7,143.4,46.90,53.10,18.23,28.35,18.62
609,ReloGroupInc,1967,5000,JapanTokyo,1.0,BusinessandConsumerServices,135.1,50.07,2.77,172.0,117.1,91.3,135.1,29.45,70.55,7.30,31.98,29.03
615,DumboMovingandStorageNYC,2006,500,UnitedStatesNewYorkBrooklyn,25.0,BusinessandConsumerServices,118.6,72.77,1.47,43.0,26.7,43.1,118.6,48.40,51.60,20.42,30.29,18.96
619,Movers,1994,50,UnitedStatesNorthCarolinaRaleigh,10.0,BusinessandConsumerServices,103.2,66.48,1.5,48.0,117.4,117.6,103.2,46.35,53.65,15.17,24.32,19.95
621,GraebelCo,1950,1000,UnitedStatesColoradoAurora,1.0,BusinessandConsumerServices,96.6,32.00,5.42,334.0,115.2,99.1,96.6,33.93,66.07,24.05,33.09,19.95
623,17Track,2010,500,ChinaShenzhen,15.0,BusinessandConsumerServices,29.0,33.52,3.19,137.0,29.9,25.9,29.0,37.50,62.50,19.09,32.71,21.43
624,AustraliaPostStateMailCentre,1809,10001,AustraliaMelbourne,1.0,BusinessandConsumerServices,24.5,34.22,3.72,173.0,23.5,23.1,24.5,49.06,50.94,11.98,27.04,20.59
625,SagawaExpress,1965,50,JapanKamitobatsunodachou,15.0,BusinessandConsumerServices,21.8,41.39,3.79,176.0,22.8,19.9,21.8,34.76,65.24,8.48,27.20,28.93
627,AmazoncomInc,1994,10001,UnitedStatesWashingtonSeattle,1.0,BusinessandConsumerServices,18.1,62.79,5.51,158.0,21.2,18.7,18.1,25.84,74.16,30.21,38.52,14.38
631,EastJapanRailwayADR,1987,10001,JapanTokyo,1.0,BusinessandConsumerServices,15.5,54.63,2.41,163.0,18.4,17.0,15.5,35.10,64.90,11.27,27.56,25.55
632,ShipStation,2011,500,UnitedStatesTexasAustin,50.0,BusinessandConsumerServices,14.1,40.48,5.64,321.0,15.6,13.4,14.1,39.36,60.64,15.65,27.70,21.75
635,BlueDartExpressLtd,1983,10001,IndiaMumbai,1.0,BusinessandConsumerServices,11.7,44.21,2.93,217.0,10.4,11.6,11.7,33.46,66.54,26.23,38.03,16.20
636,AfterShipLtd,2011,500,HongKongHongKong,25.0,BusinessandConsumerServices,11.1,63.07,1.98,84.0,13.9,11.0,11.1,38.11,61.89,18.77,30.67,21.29
637,InPostSA,2006,10000,PolandKrakow,1.0,BusinessandConsumerServices,10.7,61.83,2.31,183.0,10.8,9.9,10.7,50.49,49.51,25.08,31.09,19.85
639,ArasKargo,1989,5000,TurkeyIstanbul,5.0,BusinessandConsumerServices,9.7,43.11,2.87,191.0,9.2,9.0,9.7,28.61,71.39,16.16,39.48,24.24
644,YurticiKargo,1982,10001,TurkeyPolatli,25.0,BusinessandConsumerServices,9.0,58.42,2.41,237.0,8.8,7.9,9.0,29.10,70.90,18.77,39.50,24.13
645,PostLogisticsAG,1998,10001,SwitzerlandBern,1.0,BusinessandConsumerServices,8.6,31.99,5.27,179.0,8.0,7.5,8.6,42.57,57.43,16.74,28.28,21.09
646,GeneralLogisticsSystemsBV,1989,10001,NetherlandsOudeMeer,1.0,BusinessandConsumerServices,8.0,67.83,2.58,146.0,7.7,7.6,8.0,42.43,57.57,15.29,26.04,22.61
655,Burlington,1972,10001,UnitedStatesNewJerseyBurlington,1.0,BusinessandConsumerServices,2.0,50.62,3.1,162.0,2.1,1.9,2.0,62.66,37.34,19.69,22.54,17.75
656,BrotherUSA,1954,5000,UnitedStatesNewJerseyBridgewater,1.0,BusinessandConsumerServices,2.0,53.27,3.94,177.0,2.2,1.9,2.0,36.75,63.25,16.62,30.13,22.87
658,Jysk,1979,10001,DenmarkBrabrand,1.0,BusinessandConsumerServices,1.5,52.08,3.89,205.0,1.0,2.8,1.5,50.35,49.65,18.71,27.03,20.66
659,Go4WorldBusiness,1997,200,UnitedStatesNewJerseyMorganville,15.0,BusinessandConsumerServices,1.3,53.98,4.55,248.0,1.2,1.2,1.3,38.65,61.35,21.45,35.95,19.72
665,Intertek,1885,10001,UnitedKingdomLondon,1.0,BusinessandConsumerServices,906.5,55.53,5.6,176.0,860.2,661.1,906.5,37.25,62.75,18.88,31.72,21.37
667,MesseFrankfurtGmbH,1907,10000,GermanyFrankfurt,1.0,BusinessandConsumerServices,797.7,52.80,4.2,198.0,1.0,837.1,797.7,40.91,59.09,16.45,34.84,22.85
668,Karsten,1883,200,BrazilBlumenau,1.0,BusinessandConsumerServices,783.1,57.27,3.22,200.0,432.5,388.3,783.1,70.87,29.13,15.18,32.90,21.75
669,VisualComfortaCo,1987,500,UnitedStatesTexasHouston,75.0,BusinessandConsumerServices,782.7,42.68,6.78,275.0,723.3,640.3,782.7,67.96,32.04,12.54,25.99,22.11
